,0
461,10269.46
462,21223.6758
463,9566.9909
464,36189.1017
465,1628.4709
466,4746.344
467,58571.07448
468,6640.54485
469,11286.5387
470,8522.003
471,11840.77505
472,9778.3472
473,10231.4999
474,1875.344
475,8733.22925
476,1163.4627
477,23065.4207
478,13063.883
479,18804.7524
480,13012.20865
481,23241.47453
482,2494.022
483,48173.361
484,27375.90478
485,8516.829
486,4719.73655
487,39047.285
488,11345.519
489,2523.1695
490,32548.3405
491,5240.765
492,10560.4917
493,8823.98575
494,12269.68865
495,3206.49135
496,4529.477
497,1731.677
498,10338.9316
499,5478.0368
500,35147.52848
501,6799.458
502,4830.63
503,10118.424
504,1639.5631
505,10564.8845
506,19496.71917
507,46255.1125
508,42112.2356
509,8520.026
510,2438.0552
511,60021.39897
512,2855.43755
513,5966.8874
514,2464.6188
515,15170.069
516,18328.2381
517,7196.867
518,7077.1894
519,1621.3402
520,42969.8527
521,5415.6612
522,6948.7008
523,14358.36437
524,19040.876
525,11534.87265
526,11520.09985
527,12044.342
528,29186.48236
529,3172.018
530,24671.66334
531,4466.6214
532,6775.961
533,42303.69215
534,34672.1472
535,2221.56445
536,2196.4732
537,12142.5786
538,43254.41795
539,4058.1161
540,17878.90068
541,11566.30055
542,3736.4647
543,12404.8791
544,3659.346
545,2710.82855
546,1981.5819
547,2690.1138
548,9957.7216
549,24227.33724
550,3597.596
551,3875.7341
552,4357.04365
553,46200.9851
554,9361.3268
555,11512.405
556,8219.2039
557,6571.02435
558,40182.246
559,45710.20785
560,3385.39915
561,37165.1638
562,13887.9685
563,22412.6485
564,44202.6536
565,6185.3208
566,1880.487
567,7623.518
568,5484.4673
569,18259.216
570,8823.279
571,22144.032
572,13462.52
573,17352.6803
574,23807.2406
575,2254.7967
576,4846.92015
577,4527.18295
578,6600.361
579,38792.6856
580,12646.207
581,14043.4767
582,4260.744
583,13844.7972
584,4438.2634
585,38711.0
586,2913.569
587,18608.262
588,19361.9988
589,13204.28565
590,22331.5668
591,8410.04685
592,7151.092
593,40941.2854
594,20630.28351
595,6770.1925
596,24393.6224
597,34779.615
598,27117.99378
599,11073.176
600,9140.951
601,2396.0959
602,19214.70553
603,2789.0574
604,18903.49141
605,4827.90495
606,3732.6251
607,15161.5344
608,5375.038
609,17626.23951
610,5630.45785
611,39725.51805
612,5708.867
613,2026.9741
614,2103.08
615,1627.28245
616,12557.6053
617,13430.265
618,24915.04626
619,20462.99766
620,24106.91255
621,7144.86265
622,4837.5823
623,12609.88702
624,3077.0955
625,13019.16105
626,33307.5508
627,13126.67745
628,3366.6697
629,8302.53565
630,7421.19455
631,5125.2157
632,5325.651
633,14449.8544
634,18955.22017
635,15518.18025
636,8604.48365
637,8988.15875
638,39125.33225
639,19719.6947
640,6067.12675
641,8798.593
642,5124.1887
643,8527.532
644,12129.61415
645,7133.9025
646,39871.7043
647,34472.841
648,2302.3
649,10704.47
650,9282.4806
651,42983.4585
652,2362.22905
653,8932.084
654,9877.6077
655,7162.0122
656,4992.3764
657,3268.84665
658,8283.6807
659,21472.4788
660,1708.0014
661,1629.8335
662,9910.35985
663,17929.30337
664,3309.7926
665,19749.38338
666,13974.45555
667,11289.10925
668,2102.2647
669,21344.8467
670,34439.8559
671,11363.2832
672,1622.1885
673,22395.74424
674,37484.4493
675,5148.5526
676,20009.63365
677,1917.3184
678,11356.6609
679,20149.3229
680,7512.267
681,19350.3689
682,13112.6048
683,3021.80915
684,12815.44495
685,4402.233
686,10928.849
687,10085.846
688,5261.46945
689,2217.46915
690,2730.10785
691,19521.9682
692,9866.30485
693,2404.7338
694,11987.1682
695,10107.2206
696,11741.726
697,37607.5277
698,10450.552
699,2457.502
700,37701.8768
701,9880.068
702,34806.4677
703,3443.064
704,1242.816
705,2203.73595
706,12925.886
707,7537.1639
708,6781.3542
709,2497.0383
710,8162.71625
711,19023.26
712,1708.92575
713,11082.5772
714,8515.7587
715,16420.49455
716,1149.3959
717,37079.372
718,3906.127
719,5003.853
720,2322.6218
721,9869.8102
722,10594.2257
723,2007.945
724,13887.204
725,3393.35635
726,12430.95335
727,7050.0213
728,6710.1919
729,3180.5101
730,9964.06
731,21774.32215
732,23045.56616
733,1986.9334
734,12643.3778
735,11381.3254
736,15612.19335
737,16796.41194
738,5920.1041
739,11842.442
740,2867.1196
741,9504.3103
742,34303.1672
743,4076.497
744,10264.4421
745,11305.93455
746,10807.4863
747,37270.1512
748,3481.868
749,7526.70645
750,2483.736
751,8835.26495
752,9722.7695
753,18310.742
754,8334.45755
755,4762.329
756,40974.1649
757,2154.361
758,9386.1613
759,2045.68525
760,11488.31695
761,4536.259
762,16884.924
763,13470.8044
764,1727.785
765,30184.9367
766,8569.8618
767,4185.0979
768,12094.478
769,13129.60345
770,7448.40395
771,14590.63205
772,26236.57997
773,8601.3293
774,4883.866
775,4058.71245
776,6334.34355
777,2200.83085
778,5846.9176
779,25517.11363
780,8825.086
781,42124.5153
782,2257.47525
783,14711.7438
784,11090.7178
785,4889.9995
786,39597.4072
787,6358.77645
788,14256.1928
789,5594.8455
790,10795.93733
791,11163.568
792,20420.60465
793,3062.50825
794,23306.547
795,7325.0482
796,36898.73308
797,28868.6639
798,9549.5651
799,12890.05765
800,13880.949
801,5979.731
802,28476.73499
803,10115.00885
804,20177.67113
805,35069.37452
806,2156.7518
807,30942.1918
808,5662.225
809,4718.20355
810,2473.3341
811,5615.369
812,20781.48892
813,2352.96845
814,48824.45
815,27941.28758
816,4673.3922
817,1728.897
818,1694.7964
819,7261.741
820,5138.2567
821,6500.2359
822,4151.0287
823,4040.55825
824,17128.42608
825,27808.7251
826,10461.9794
827,36397.576
828,12523.6048
829,3558.62025
830,11365.952
831,8116.68
832,6474.013
833,10096.97
834,48549.17835
835,1137.011
836,8582.3023
837,11830.6072
838,3947.4131
839,8240.5896
840,3279.86855
841,2731.9122
842,9861.025
843,4738.2682
844,12323.936
845,13937.6665
846,1256.299
847,7633.7206
848,38245.59327
849,7742.1098
850,52590.82939
851,2261.5688
852,36021.0112
853,8596.8278
854,7265.7025
855,1984.4533
856,7986.47525
857,39241.442
858,1664.9996
859,9872.701
860,10355.641
861,1674.6323
862,17081.08
863,24667.419
864,11554.2236
865,10825.2537
866,3238.4357
867,41949.2441
868,3761.292
869,1877.9294
870,1261.442
871,10702.6424
872,4433.9159
873,1702.4553
874,8538.28845
875,13635.6379
876,13143.33665
877,1515.3449
878,23887.6627
879,20167.33603
880,8342.90875
881,18806.14547
882,2974.126
883,40003.33225
884,5031.26955
885,6496.886
886,13143.86485
887,5373.36425
888,10797.3362
889,17904.52705
890,9411.005
891,19798.05455
892,11743.299
893,1136.3994
894,2897.3235
895,8871.1517
896,16297.846
897,33750.2918
898,8965.79575
899,1964.78
900,4347.02335
901,6186.127
902,5209.57885
903,9715.841
904,11946.6259
905,27000.98473
906,34617.84065
907,11658.37915
908,7228.21565
909,18157.876
910,1720.3537
911,7789.635
912,4391.652
913,12622.1795
914,14451.83515
915,2137.6536
916,2219.4451
917,47896.79135
918,7518.02535
919,13352.0998
920,2699.56835
921,1705.6245
922,46113.511
923,4296.2712
924,7727.2532
925,2480.9791
926,13470.86
927,5266.3656
928,14210.53595
929,18767.7377
930,8444.474
931,8603.8234
932,5458.04645
933,40273.6455
934,2866.091
935,11881.9696
